"","CCLE.PRISM","CCLE.CTRPv2","GDSC_v1","GDSC_v2","GRAY","UHNBreast","gCSI"
"ICL1100013",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"IGFR_3801",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"IOX2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JAK1_3715",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JAK3_7406",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JNJ38877605",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JNK Inhibitor VIII",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JNK-9L",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JQ12",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JW-7-24-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JW-7-52-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"kb NB 142-70",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-042",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-055",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-236",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-244",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-260",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-266",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KIN001-270",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Kobe2602",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"LDN-193189",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Lfm-a13",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"LIMK1 inhibitor BMS4",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MCT1_6447",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MCT4_1422",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MetAP2 Inhibitor, A832234",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MPS-1-IN-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NG-25",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NPK76-II-72-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NSC-207895",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NSC-87877",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"PARP_0108",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"PARP_9482",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"PARP_9495",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Phenformin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"PI3Ka_4409",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"PLK_6522",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"QL-VIII-58",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"QL-X-138",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"QL-XI-92",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"QL-XII-47",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"QL-XII-61",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"RAF_9304",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"rTRAIL",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"RU-SKI 43",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Rucaparib phosphate",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S-Trityl-L-cysteine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Salubrinal",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"SB52334",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Seliciclib",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"SGC0946",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Shikonin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"SL 0101-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"STF-62247",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"T0901317",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TANK_1366",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Thapsigargin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"THZ-2-102-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"THZ-2-49",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TL-1-85",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TL-2-105",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TTK_3146",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"UNC1215",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"VNLG/124",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"WH-4-023",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"WZ-1-84",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"WZ3105",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD11-85h",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD13-2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD14-99",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD15-27",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD8-85",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XMD8-92",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Z-LLNle-CHO",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ZG-10",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Zibotentan",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"(2R,6aS,12aS)-2-Isopropyl-8,9-dimethoxy-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"(5R,5aR,8aR)-9-Bromo-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"2H-Indol-2-one, 3,3-bis[4-(acetyloxy)phenyl]-1,3-dihydro-",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AGI-5198",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AMG-319",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AT13148",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AZ6102",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AZD3759",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AZD5153",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AZD5363",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"AZD5991",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"BDP-00009066",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"BPD-00008900",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Carbamic acid, N,N'-(1,2,3,4-tetrahydro-6,7,8-trimethoxy-4-oxo-2-quinazolinylidene)bis-, dimethyl ester",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"CDK9_5038",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"CDK9_5576",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"CZC24832",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Dactinomycin",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Eg5_9814",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Elephantin",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"EPZ004777",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ERK_2440",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ERK_6604",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GDC0810",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GNE-317",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GSK2578215A",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GSK2606414",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GSK343",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"GSK591",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"I-BRD9",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"IGF1R_3801",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"IRAK4_4710",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"IWP-2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"JAK_8517",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"JAK1_8709",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"KRAS (G12C) Inhibitor-12",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Leflunomide",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"LJI308",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"MK-8776",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ML323",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"MN-64",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"OF-1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"PAK_5339",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"PCI-34051",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Pyridostatin",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"RVX-208",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Sabutoclax",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Sapatinib",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Savolitinib",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"SCH772984",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Sinularin",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"TAF1_5496",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ULK1_4989",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"UMI-77",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"VSP34_8731",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"WEHI-539",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"WIKI4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"WZ4003",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Zolendronic Acid",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"CGC-11047 free base",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"TPT",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Geldanamycin",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"LY-294002",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"UO126",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"PS-1145",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Tyrphostin AG 1024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Purvalanol A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"GSK1838705",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Fascaplysine",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"GW5074",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"QNZ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"TAPI-0",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"2C4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"TCS PIM-11",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Celecoxib",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Sulindac sulfide",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"ERKi II (FR180304)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"L779450",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Glycyl H1152",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"ICRF-193",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"XRP44X",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Chk2 Inhibitor II",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"TCS2312 dihydrochloride",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Sigma AKT1-2 inhibitor",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"AS-252424",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"FTase Inhibitor I",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Ro 32-0432",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Ibandronate sodium",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Valproic acid",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"SB-3CT",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"TCS JNK 5a",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"NU6102",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Olomoucine II",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Oxamflatin",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Nelfinavir",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Dichloroacetic acid",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"2-deoxyglucose",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Bromopyruvic acid",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Chloroquine",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Methyl Glyoxol",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Z-LL-Nva-CHO",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"PP242 hydrate",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"G02663201",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
